KNO3,101.1032
XeF4,207.2866
BrI,206.8085
HBr,80.9119
PbCl3,313.5590
FeCl3,162.2040
Fe2O3,159.6882
HCN,27.0253
NO3,62.0049
AgCl2,178.7742
CH3CH2OH,46.0684
CH3CH2CH2CH3,58.1222
AgNO3,169.8731
KMnO4,158.0339
PO4,94.9714
H2O,18.0153
O3,47.9982
